age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,greater_than_50k,greater_than_50k_num
23,government,Bachelors,Never-married,Prof-specialty,Black,Female,40,United-States,<=50K,0
53,Private,HS-grad,Widowed,Adm-clerical,Black,Female,40,United-States,<=50K,0
35,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
44,Private,Some-college,Married,Tech-support,White,Male,18,United-States,>50K,1
43,government,Assoc,Married,Protective-serv,White,Male,40,United-States,<=50K,0
57,self-employ,Some-college,Married,Exec-managerial,White,Female,60,United-States,<=50K,0
45,Private,Some-college,Separated,Adm-clerical,White,Female,27,United-States,<=50K,0
23,Private,Assoc,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0
49,Private,Masters,Married,Prof-specialty,White,Female,50,United-States,>50K,1
43,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
42,government,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
48,self-employ,Assoc,Married,Craft-repair,White,Male,70,United-States,>50K,1
23,Private,HS-grad,Never-married,Sales,White,Male,40,United-States,<=50K,0
39,Private,HS-grad,Married,Other-service,White,Male,60,United-States,>50K,1
47,Private,Some-college,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
41,government,HS-grad,Married,Transport-moving,Black,Male,40,United-States,<=50K,0
24,Private,Bachelors,Never-married,Prof-specialty,White,Female,8,United-States,<=50K,0
21,Private,Some-college,Never-married,Protective-serv,White,Male,15,United-States,<=50K,0
30,self-employ,HS-grad,Divorced,Other-service,White,Female,40,United-States,<=50K,0
35,government,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
64,government,Masters,Married,Prof-specialty,White,Male,25,United-States,<=50K,0
43,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
34,Private,less-HS,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
39,self-employ,Bachelors,Married,Exec-managerial,White,Male,60,United-States,>50K,1
23,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
37,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
44,government,HS-grad,Divorced,Craft-repair,Black,Male,40,United-States,<=50K,0
25,Private,Bachelors,Widowed,Exec-managerial,White,Female,40,United-States,<=50K,0
43,self-employ,Bachelors,Never-married,Sales,White,Male,45,United-States,<=50K,0
20,Private,Some-college,Never-married,Prof-specialty,White,Male,15,United-States,<=50K,0
38,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
46,Private,Bachelors,Married,Exec-managerial,White,Male,51,United-States,<=50K,0
47,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
46,government,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
37,government,Some-college,Married,Craft-repair,White,Male,43,United-States,<=50K,0
20,Private,HS-grad,Never-married,Sales,White,Female,35,United-States,<=50K,0
46,Private,Bachelors,Separated,Exec-managerial,White,Female,40,United-States,<=50K,0
42,Private,HS-grad,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,0
42,Private,Some-college,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0
58,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
17,Private,less-HS,Never-married,Other-service,White,Female,14,United-States,<=50K,0
19,Private,Some-college,Never-married,Sales,White,Female,20,United-States,<=50K,0
46,Private,HS-grad,Married,Exec-managerial,White,Female,28,United-States,>50K,1
51,self-employ,Assoc,Separated,Sales,Black,Male,30,United-States,<=50K,0
30,Private,Assoc,Married,Adm-clerical,White,Female,35,United-States,<=50K,0
60,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
58,Private,Bachelors,Divorced,Exec-managerial,White,Female,35,United-States,<=50K,0
48,self-employ,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
38,government,Some-college,Married,Exec-managerial,Black,Female,35,United-States,<=50K,0
65,Private,HS-grad,Widowed,Other-service,White,Female,17,United-States,<=50K,0
20,Private,HS-grad,Never-married,Craft-repair,White,Male,30,United-States,<=50K,0
41,Private,HS-grad,Separated,Adm-clerical,White,Female,40,United-States,<=50K,0
33,Private,less-HS,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
22,Private,Some-college,Never-married,Handlers-cleaners,White,Female,30,United-States,<=50K,0
57,Private,less-HS,Married,Craft-repair,Black,Male,40,United-States,>50K,1
31,Private,Some-college,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
49,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
76,government,Masters,Widowed,Prof-specialty,White,Female,15,United-States,<=50K,0
41,government,Bachelors,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0
46,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,<=50K,0
45,Private,Some-college,Divorced,Prof-specialty,White,Female,20,United-States,<=50K,0
34,Private,HS-grad,Never-married,Other-service,White,Female,35,United-States,<=50K,0
38,government,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
53,Private,Assoc,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K,0
36,Private,Prof-school,Divorced,Prof-specialty,White,Male,45,United-States,>50K,1
19,Private,less-HS,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
43,government,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
41,Private,HS-grad,Never-married,Craft-repair,White,Male,44,United-States,<=50K,0
34,Private,Some-college,Never-married,Craft-repair,Black,Male,28,United-States,<=50K,0
27,Private,HS-grad,Never-married,Other-service,White,Female,64,United-States,<=50K,0
45,government,Masters,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0
42,Private,Bachelors,Divorced,Prof-specialty,White,Male,50,United-States,>50K,1
35,Private,HS-grad,Married,Handlers-cleaners,White,Female,40,United-States,<=50K,0
30,Private,Some-college,Married,Tech-support,Black,Female,45,United-States,<=50K,0
41,self-employ,Bachelors,Married,Tech-support,White,Male,40,United-States,<=50K,0
30,government,Masters,Married,Prof-specialty,White,Female,50,United-States,>50K,1
26,Private,Some-college,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
35,Private,Assoc,Married,Craft-repair,White,Male,45,United-States,<=50K,0
60,Private,less-HS,Married,Machine-op-inspct,White,Female,40,United-States,<=50K,0
43,government,Bachelors,Married,Prof-specialty,White,Male,50,United-States,<=50K,0
39,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
48,government,Bachelors,Married,Prof-specialty,White,Female,50,United-States,>50K,1
51,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
54,Private,Doctorate,Married,Prof-specialty,White,Male,50,United-States,>50K,1
47,self-employ,Bachelors,Married,Prof-specialty,White,Male,30,United-States,<=50K,0
37,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
37,Private,Some-college,Married,Craft-repair,White,Male,50,United-States,>50K,1
56,government,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Handlers-cleaners,White,Male,15,United-States,<=50K,0
25,government,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
30,Private,HS-grad,Married,Adm-clerical,White,Female,20,United-States,<=50K,0
34,government,Masters,Married,Prof-specialty,Black,Male,40,United-States,<=50K,0
30,Private,HS-grad,Married,Adm-clerical,White,Female,30,United-States,<=50K,0
52,Private,Masters,Divorced,Prof-specialty,White,Male,50,United-States,>50K,1
65,Private,Assoc,Married,Transport-moving,White,Male,20,United-States,<=50K,0
60,self-employ,HS-grad,Married,Craft-repair,White,Male,42,United-States,>50K,1
39,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0
31,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
24,Private,less-HS,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K,0
25,Private,Some-college,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
49,self-employ,HS-grad,Married,Craft-repair,White,Male,60,United-States,<=50K,0
51,self-employ,HS-grad,Married,Transport-moving,White,Male,65,United-States,<=50K,0
40,self-employ,Bachelors,Married,Prof-specialty,White,Male,60,United-States,<=50K,0
35,Private,HS-grad,Married,Craft-repair,Black,Male,60,United-States,>50K,1
42,self-employ,HS-grad,Married,Transport-moving,White,Male,96,United-States,<=50K,0
71,self-employ,Masters,Married,Sales,White,Male,40,United-States,>50K,1
24,Private,Some-college,Married,Other-service,White,Female,40,United-States,<=50K,0
36,government,HS-grad,Never-married,Adm-clerical,Black,Female,36,United-States,<=50K,0
42,self-employ,less-HS,Married,Sales,White,Male,30,United-States,<=50K,0
31,Private,Bachelors,Married,Sales,White,Male,40,United-States,<=50K,0
67,Private,HS-grad,Widowed,Other-service,White,Female,24,United-States,<=50K,0
38,government,Assoc,Divorced,Exec-managerial,White,Male,40,United-States,<=50K,0
49,Private,Some-college,Divorced,Exec-managerial,White,Male,45,United-States,>50K,1
40,Private,Some-college,Never-married,Sales,Black,Female,45,United-States,<=50K,0
62,Private,less-HS,Widowed,Handlers-cleaners,White,Female,40,United-States,<=50K,0
59,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
30,self-employ,Assoc,Married,Sales,White,Male,35,United-States,<=50K,0
43,Private,Some-college,Never-married,Other-service,White,Male,45,United-States,<=50K,0
38,government,Some-college,Separated,Exec-managerial,White,Female,45,United-States,<=50K,0
47,Private,HS-grad,Married,Sales,White,Male,40,United-States,<=50K,0
31,Private,HS-grad,Never-married,Craft-repair,White,Male,50,United-States,>50K,1
40,Private,Assoc,Married,Sales,White,Male,50,United-States,<=50K,0
42,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
24,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
24,Private,less-HS,Married,Craft-repair,White,Male,50,United-States,>50K,1
50,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,>50K,1
45,Private,Bachelors,Widowed,Prof-specialty,White,Female,50,United-States,>50K,1
28,Private,Bachelors,Married,Sales,White,Male,60,United-States,>50K,1
31,government,Assoc,Never-married,Tech-support,White,Male,20,United-States,<=50K,0
42,self-employ,Some-college,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
32,government,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
34,Private,HS-grad,Married,Craft-repair,White,Male,43,United-States,>50K,1
38,self-employ,HS-grad,Married,Transport-moving,White,Male,40,United-States,>50K,1
48,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
55,Private,Bachelors,Married,Sales,White,Male,40,United-States,>50K,1
21,Private,Some-college,Never-married,Prof-specialty,White,Male,48,United-States,<=50K,0
33,government,HS-grad,Separated,Other-service,White,Female,80,United-States,<=50K,0
66,Private,Bachelors,Married,Sales,White,Male,5,United-States,>50K,1
38,self-employ,Some-college,Married,Machine-op-inspct,White,Male,40,United-States,>50K,1
39,Private,Bachelors,Married,Adm-clerical,White,Male,45,United-States,<=50K,0
29,self-employ,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
20,Private,less-HS,Never-married,Transport-moving,White,Male,15,United-States,<=50K,0
47,self-employ,HS-grad,Married,Sales,White,Male,55,United-States,<=50K,0
30,Private,HS-grad,Married,Other-service,White,Female,45,United-States,<=50K,0
62,Private,Some-college,Married,Adm-clerical,White,Female,38,United-States,>50K,1
19,self-employ,Some-college,Never-married,Farming-fishing,White,Male,50,United-States,<=50K,0
40,Private,less-HS,Separated,Machine-op-inspct,Black,Male,36,United-States,<=50K,0
51,self-employ,HS-grad,Married,Sales,White,Male,60,United-States,>50K,1
42,government,HS-grad,Separated,Other-service,Black,Female,40,United-States,<=50K,0
47,Private,HS-grad,Married,Sales,White,Male,45,United-States,<=50K,0
34,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
26,Private,HS-grad,Never-married,Other-service,Black,Female,40,United-States,<=50K,0
20,Private,Some-college,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
28,Private,Bachelors,Never-married,Exec-managerial,White,Female,60,United-States,<=50K,0
18,Private,less-HS,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
35,Private,Bachelors,Never-married,Sales,Black,Female,40,United-States,<=50K,0
33,self-employ,Some-college,Married,Craft-repair,White,Male,50,United-States,>50K,1
27,Private,Bachelors,Never-married,Tech-support,Black,Female,40,United-States,<=50K,0
49,government,Masters,Married,Sales,White,Male,80,United-States,>50K,1
33,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
41,self-employ,HS-grad,Married,Sales,White,Male,55,United-States,>50K,1
44,Private,Some-college,Married,Sales,White,Male,50,United-States,<=50K,0
25,Private,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Sales,White,Male,35,United-States,<=50K,0
47,Private,HS-grad,Married,Transport-moving,White,Male,48,United-States,<=50K,0
23,Private,Some-college,Never-married,Handlers-cleaners,Black,Female,40,United-States,<=50K,0
40,Private,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,>50K,1
41,government,Some-college,Divorced,Other-service,White,Female,45,United-States,<=50K,0
36,Private,less-HS,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
25,Private,Assoc,Married,Adm-clerical,White,Female,40,United-States,<=50K,0
49,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
56,government,Bachelors,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,0
60,Private,Masters,Married,Exec-managerial,White,Male,60,United-States,>50K,1
18,Private,less-HS,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K,0
40,Private,Some-college,Married,Machine-op-inspct,White,Male,43,United-States,<=50K,0
17,Private,HS-grad,Never-married,Adm-clerical,White,Male,20,United-States,<=50K,0
36,Private,HS-grad,Married,Transport-moving,White,Male,25,United-States,>50K,1
39,Private,HS-grad,Married,Sales,White,Male,50,United-States,>50K,1
71,government,HS-grad,Married,Protective-serv,White,Male,28,United-States,<=50K,0
23,Private,Some-college,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K,0
60,Private,Some-college,Divorced,Craft-repair,White,Male,47,United-States,<=50K,0
34,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
22,Private,Bachelors,Never-married,Sales,White,Female,20,United-States,<=50K,0
50,self-employ,HS-grad,Married,Farming-fishing,White,Male,20,United-States,<=50K,0
54,self-employ,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
23,Private,Assoc,Never-married,Other-service,White,Male,40,United-States,<=50K,0
25,Private,Assoc,Married,Exec-managerial,White,Male,45,United-States,<=50K,0
26,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
36,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
19,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,<=50K,0
57,Private,less-HS,Divorced,Transport-moving,White,Male,75,United-States,<=50K,0
25,Private,Bachelors,Married,Prof-specialty,White,Male,45,United-States,>50K,1
55,Private,HS-grad,Separated,Adm-clerical,White,Female,25,United-States,<=50K,0
32,Private,Some-college,Never-married,Craft-repair,Black,Male,40,United-States,<=50K,0
56,self-employ,Masters,Divorced,Sales,White,Male,60,United-States,<=50K,0
41,Private,less-HS,Married,Exec-managerial,White,Male,60,United-States,<=50K,0
39,government,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0
40,Private,Some-college,Married,Exec-managerial,White,Female,40,United-States,>50K,1
25,Private,Bachelors,Never-married,Sales,White,Male,65,United-States,<=50K,0
40,Private,HS-grad,Never-married,Craft-repair,White,Male,50,United-States,<=50K,0
40,self-employ,Masters,Never-married,Other-service,White,Male,99,United-States,<=50K,0
70,self-employ,Some-college,Married,Sales,White,Male,40,United-States,<=50K,0
19,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,40,United-States,<=50K,0
38,Private,Prof-school,Never-married,Prof-specialty,White,Male,50,United-States,<=50K,0
62,self-employ,Prof-school,Married,Prof-specialty,White,Male,16,United-States,<=50K,0
44,self-employ,Bachelors,Married,Exec-managerial,White,Male,45,United-States,>50K,1
61,government,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
22,Private,Some-college,Never-married,Sales,White,Male,20,United-States,<=50K,0
34,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
34,government,Bachelors,Married,Exec-managerial,White,Male,55,United-States,>50K,1
23,government,Some-college,Never-married,Protective-serv,White,Male,40,United-States,<=50K,0
39,Private,Prof-school,Divorced,Exec-managerial,White,Male,50,United-States,<=50K,0
36,Private,HS-grad,Widowed,Other-service,White,Female,40,United-States,<=50K,0
24,Private,Some-college,Never-married,Other-service,White,Male,30,United-States,<=50K,0
30,self-employ,HS-grad,Married,Farming-fishing,White,Male,85,United-States,<=50K,0
45,self-employ,less-HS,Married,Craft-repair,White,Male,70,United-States,<=50K,0
21,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
70,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,>50K,1
25,Private,HS-grad,Never-married,Exec-managerial,White,Male,25,United-States,<=50K,0
34,Private,Masters,Married,Sales,White,Male,40,United-States,<=50K,0
59,Private,less-HS,Married,Sales,White,Male,60,United-States,<=50K,0
37,Private,Assoc,Divorced,Machine-op-inspct,White,Female,30,United-States,<=50K,0
31,Private,HS-grad,Never-married,Farming-fishing,White,Male,45,United-States,<=50K,0
33,government,HS-grad,Married,Other-service,Black,Male,40,United-States,<=50K,0
33,Private,Some-college,Separated,Adm-clerical,White,Female,40,United-States,<=50K,0
47,Private,Assoc,Divorced,Prof-specialty,White,Female,44,United-States,<=50K,0
46,government,Masters,Widowed,Exec-managerial,Black,Female,35,United-States,<=50K,0
23,government,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
50,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,>50K,1
54,Private,Some-college,Married,Sales,White,Male,40,United-States,>50K,1
40,Private,HS-grad,Married,Sales,White,Male,60,United-States,>50K,1
38,Private,HS-grad,Married,Craft-repair,White,Male,60,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,White,Male,25,United-States,<=50K,0
50,Private,Some-college,Married,Transport-moving,White,Male,70,United-States,>50K,1
26,Private,Some-college,Never-married,Sales,White,Female,15,United-States,<=50K,0
34,Private,HS-grad,Married,Craft-repair,Black,Male,40,United-States,<=50K,0
63,self-employ,HS-grad,Married,Farming-fishing,White,Male,35,United-States,<=50K,0
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
54,Private,HS-grad,Married,Transport-moving,White,Male,70,United-States,<=50K,0
25,Private,Bachelors,Separated,Exec-managerial,White,Male,40,United-States,<=50K,0
51,Private,Bachelors,Married,Craft-repair,White,Male,20,United-States,>50K,1
36,Private,less-HS,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
46,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
62,government,Masters,Married,Prof-specialty,White,Female,40,United-States,>50K,1
48,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,>50K,1
35,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
29,Private,Some-college,Divorced,Sales,White,Female,54,United-States,<=50K,0
20,Private,HS-grad,Never-married,Other-service,Black,Female,40,United-States,<=50K,0
44,Private,Bachelors,Married,Machine-op-inspct,White,Male,40,United-States,>50K,1
21,Private,Assoc,Never-married,Adm-clerical,White,Female,8,United-States,<=50K,0
38,self-employ,Some-college,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0
55,self-employ,Some-college,Married,Farming-fishing,White,Male,72,United-States,<=50K,0
47,self-employ,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
49,Private,HS-grad,Married,Transport-moving,White,Male,50,United-States,<=50K,0
47,Private,HS-grad,Divorced,Other-service,White,Female,32,United-States,<=50K,0
33,self-employ,Bachelors,Married,Craft-repair,White,Male,40,United-States,>50K,1
28,government,Bachelors,Never-married,Prof-specialty,Black,Female,60,United-States,<=50K,0
33,government,Bachelors,Married,Prof-specialty,White,Male,60,United-States,>50K,1
61,Private,Some-college,Married,Sales,White,Male,40,United-States,<=50K,0
41,government,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
38,Private,HS-grad,Married,Sales,Black,Male,40,United-States,>50K,1
21,Private,Some-college,Never-married,Adm-clerical,White,Male,45,United-States,<=50K,0
30,Private,Bachelors,Never-married,Sales,White,Male,18,United-States,<=50K,0
32,Private,HS-grad,Married,Machine-op-inspct,White,Male,50,United-States,>50K,1
45,self-employ,Some-college,Married,Craft-repair,White,Male,55,United-States,>50K,1
31,Private,Prof-school,Never-married,Tech-support,White,Male,55,United-States,<=50K,0
50,government,Masters,Divorced,Prof-specialty,White,Female,45,United-States,<=50K,0
52,Private,Bachelors,Married,Sales,White,Male,45,United-States,>50K,1
26,Private,Bachelors,Never-married,Other-service,White,Female,40,United-States,<=50K,0
50,government,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
58,self-employ,HS-grad,Married,Sales,White,Male,40,United-States,>50K,1
61,Private,Bachelors,Married,Prof-specialty,White,Male,50,United-States,>50K,1
41,Private,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0
39,Private,Bachelors,Married,Craft-repair,White,Male,40,United-States,<=50K,0
33,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
30,Private,HS-grad,Separated,Craft-repair,White,Male,40,United-States,<=50K,0
28,government,Masters,Married,Prof-specialty,White,Female,50,United-States,>50K,1
58,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
38,self-employ,Prof-school,Married,Prof-specialty,White,Male,50,United-States,>50K,1
49,government,Bachelors,Divorced,Prof-specialty,Black,Female,40,United-States,<=50K,0
33,self-employ,Some-college,Married,Sales,White,Male,25,United-States,<=50K,0
29,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,25,United-States,<=50K,0
63,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
32,government,Some-college,Married,Transport-moving,White,Male,40,United-States,<=50K,0
33,Private,Masters,Married,Exec-managerial,White,Female,50,United-States,>50K,1
39,government,HS-grad,Divorced,Adm-clerical,White,Male,42,United-States,<=50K,0
30,Private,HS-grad,Divorced,Transport-moving,White,Male,52,United-States,<=50K,0
42,self-employ,HS-grad,Married,Craft-repair,White,Male,35,United-States,<=50K,0
21,Private,Some-college,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
61,Private,less-HS,Married,Transport-moving,White,Male,40,United-States,<=50K,0
43,Private,Some-college,Divorced,Prof-specialty,White,Male,40,United-States,<=50K,0
30,Private,Bachelors,Married,Prof-specialty,White,Male,45,United-States,<=50K,0
43,Private,HS-grad,Divorced,Other-service,Black,Female,35,United-States,<=50K,0
33,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
52,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
47,Private,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,<=50K,0
32,government,HS-grad,Married,Protective-serv,White,Male,40,United-States,<=50K,0
28,Private,Some-college,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
46,government,HS-grad,Married,Tech-support,White,Male,40,United-States,<=50K,0
30,Private,Some-college,Married,Exec-managerial,White,Male,50,United-States,<=50K,0
38,Private,HS-grad,Divorced,Craft-repair,Black,Male,40,United-States,<=50K,0
37,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
28,Private,HS-grad,Married,Craft-repair,White,Male,45,United-States,<=50K,0
25,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,<=50K,0
71,government,Masters,Widowed,Prof-specialty,White,Female,40,United-States,<=50K,0
35,Private,less-HS,Married,Sales,White,Female,40,United-States,<=50K,0
25,Private,Some-college,Never-married,Other-service,Black,Male,40,United-States,<=50K,0
41,government,HS-grad,Divorced,Exec-managerial,White,Female,45,United-States,<=50K,0
71,Private,HS-grad,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0
37,Private,Masters,Divorced,Exec-managerial,White,Male,65,United-States,<=50K,0
51,Private,Assoc,Married,Handlers-cleaners,White,Male,40,United-States,>50K,1
23,Private,less-HS,Married,Exec-managerial,White,Male,55,United-States,<=50K,0
43,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
20,government,Assoc,Never-married,Prof-specialty,White,Male,30,United-States,<=50K,0
57,self-employ,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
50,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
56,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,>50K,1
32,Private,Masters,Never-married,Exec-managerial,White,Male,40,United-States,>50K,1
24,Private,HS-grad,Separated,Machine-op-inspct,White,Male,40,United-States,<=50K,0
39,government,Assoc,Married,Protective-serv,White,Male,48,United-States,>50K,1
34,self-employ,Bachelors,Never-married,Sales,White,Male,62,United-States,<=50K,0
22,Private,Some-college,Never-married,Other-service,White,Female,25,United-States,<=50K,0
62,self-employ,Some-college,Married,Exec-managerial,White,Male,10,United-States,<=50K,0
35,Private,less-HS,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0
30,Private,Some-college,Separated,Transport-moving,White,Male,20,United-States,<=50K,0
19,Private,Some-college,Never-married,Sales,White,Male,30,United-States,<=50K,0
38,Private,Bachelors,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0
22,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Transport-moving,White,Male,25,United-States,<=50K,0
34,Private,Assoc,Divorced,Adm-clerical,White,Female,35,United-States,<=50K,0
42,Private,Assoc,Divorced,Prof-specialty,White,Female,45,United-States,<=50K,0
29,government,Some-college,Married,Tech-support,White,Male,40,United-States,>50K,1
31,Private,Bachelors,Married,Prof-specialty,White,Male,35,United-States,<=50K,0
46,government,Bachelors,Married,Exec-managerial,White,Male,48,United-States,>50K,1
43,Private,Some-college,Married,Sales,White,Male,43,United-States,>50K,1
35,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
20,Private,Some-college,Never-married,Sales,White,Female,25,United-States,<=50K,0
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
26,Private,HS-grad,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0
35,Private,Some-college,Married,Exec-managerial,White,Male,55,United-States,>50K,1
64,Private,less-HS,Married,Transport-moving,White,Male,40,United-States,>50K,1
65,Private,HS-grad,Divorced,Sales,White,Female,20,United-States,<=50K,0
31,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0
29,government,Prof-school,Never-married,Prof-specialty,White,Female,70,United-States,<=50K,0
18,Private,HS-grad,Never-married,Transport-moving,White,Male,25,United-States,<=50K,0
40,Private,HS-grad,Divorced,Adm-clerical,White,Female,50,United-States,<=50K,0
46,Private,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
27,government,HS-grad,Never-married,Craft-repair,Black,Male,40,United-States,<=50K,0
28,Private,Some-college,Never-married,Other-service,White,Male,35,United-States,<=50K,0
52,Private,less-HS,Separated,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
