instnm,city,stabbr,preddeg,region,locale,adm_rate,actcmmid,ugds,costt4_a,costt4_p,tuitionfee_in,tuitionfee_out,debt_mdn,grad_debt_mdn,female
Everest University-South Orlando,Tampa,FL,Associate Degree,Southeast,Suburb: Large,NA,NA,725,NA,NA,NA,NA,11318,20954,0.712898752
Polaris Career Center,Middleburg Heights,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,194,NA,14748,NA,NA,6114,6333,0.432055749
P&A Scholars Beauty School,Detroit,MI,Certificate Degree,Great Lakes,City: Large,NA,NA,348,NA,19896,NA,NA,5500,9500,0.961165049
ASM Beauty World Academy,Hollywood,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,99,NA,NA,NA,NA,4404,4404,NA
Sharps Academy of Hair Styling,Grand Blanc,MI,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,22,NA,NA,NA,NA,5628,NA,NA
The College of Health Care Professions-Northwest,Houston,TX,Associate Degree,Southwest,City: Large,NA,NA,1402,NA,29785,NA,NA,9500,9500,0.865877235
School of Professional Horticulture New York Botanical Garden,Bronx,NY,Certificate Degree,Mid East,City: Large,1,NA,19,34150,NA,7500,7500,NA,NA,NA
Fortis College,Houston,TX,Certificate Degree,Southwest,City: Large,NA,NA,251,NA,24086,NA,NA,9500,9500,0.695540309
Watkins College of Art Design & Film,Nashville,TN,Bachelor Degree,Southeast,City: Large,0.4213,22,199,37273,NA,23700,23700,20500,28479.5,0.603448276
Alhambra Beauty College,Alhambra,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,121,NA,14105,NA,NA,NA,NA,0.864705882
UEI College-Gardena,Gardena,CA,Certificate Degree,Far West,City: Large,NA,NA,727,NA,28747,NA,NA,9500,9500,0.709947644
Asian-American International Beauty College,Westminster,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,468,NA,NA,NA,NA,NA,NA,0.877094972
Copper Mountain Community College,Joshua Tree,CA,Associate Degree,Far West,Rural: Distant,NA,NA,1622,13199,NA,1112,8672,5500,NA,0.629292929
Diversified Vocational College,Los Angeles,CA,Certificate Degree,Far West,City: Large,NA,NA,655,NA,27746,NA,NA,6000,9500,0.527900797
UEI College-Fresno,Fresno,CA,Certificate Degree,Far West,City: Large,NA,NA,903,NA,31200,NA,NA,9500,9500,0.760785481
Mt Sierra College,Monrovia,CA,Bachelor Degree,Far West,Suburb: Large,0.8696,NA,199,27686,NA,15688,15688,31027.5,41236,0.234567901
Santiago Canyon College,Orange,CA,Associate Degree,Far West,City: Midsize,NA,NA,11378,9795,NA,1142,7982,4000,NA,0.547945206
Southern California Institute of Technology,Anaheim,CA,Certificate Degree,Far West,City: Large,0.5866,NA,583,29956,NA,17335,17335,9500,9500,0.041558442
Soka University of America,Aliso Viejo,CA,Bachelor Degree,Far West,Suburb: Large,0.3722,29,412,45592,NA,31776,31776,18874,19500,0.741935484
Summit College,Colton,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,1154,NA,27721,NA,NA,7600,7600,0.400258231
Advance Beauty College,Garden Grove,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,364,NA,NA,NA,NA,NA,NA,0.802281369
World Mission University,Los Angeles,CA,Bachelor Degree,Far West,City: Large,NA,NA,132,21205,NA,5940,5940,NA,NA,NA
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,Entirely Graduate Degree,Far West,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cannella School of Hair Design-Blue Island,Blue Island,IL,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,37,NA,13941,NA,NA,3350,4742.5,NA
John Amico School of Hair Design,Oak Forest,IL,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,217,NA,14138,NA,NA,9404,9833,0.956363636
Delta College Inc,Covington,LA,Certificate Degree,Southeast,Rural: Fringe,NA,NA,203,NA,24948,NA,NA,5500,5700,0.948916409
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,Bachelor Degree,Southwest,City: Large,NA,NA,66,30968,NA,22588,22588,27875,51488.5,0.544554455
Tri-State Cosmetology Institute,El Paso,TX,Certificate Degree,Southwest,City: Large,NA,NA,175,NA,19884,NA,NA,5580.5,6491.5,0.935483871
Frontier Community College,Fairfield,IL,Certificate Degree,Great Lakes,Town: Remote,NA,NA,392,7147,NA,3810,11734,4500,5500,0.653679654
Lincoln Trail College,Robinson,IL,Associate Degree,Great Lakes,Rural: Fringe,NA,NA,495,6551,NA,3810,11734,4500,5370,0.555891239
Wabash Valley College,Mount Carmel,IL,Associate Degree,Great Lakes,Town: Distant,NA,NA,572,7118,NA,3810,11734,5500,5500,0.561538462
American Institute of Interior Design,Fountain Hills,AZ,Certificate Degree,Southwest,Suburb: Large,NA,NA,24,NA,16188,NA,NA,8313,NA,NA
Brookline College-Tempe,Tempe,AZ,Certificate Degree,Southwest,City: Midsize,NA,NA,335,NA,33005,NA,NA,9500,9500,0.796095445
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,Entirely Graduate Degree,Outlying Areas,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schiller International University,Largo,FL,Bachelor Degree,Southeast,City: Small,NA,NA,330,24360,NA,14360,14360,17933,24885,0.520833333
Vatterott College-Springfield,Springfield,MO,Certificate Degree,Plains,City: Midsize,NA,NA,162,24890,NA,11172,11172,15168,22900,0.402218115
Vatterott College-Joplin,Joplin,MO,Certificate Degree,Plains,City: Small,NA,NA,140,24427,NA,11736,11736,15168,22900,0.402218115
Vatterott College-Kansas City,Kansas City,MO,Associate Degree,Plains,City: Large,NA,NA,259,24838,NA,11826,11826,15168,22900,0.402218115
Coconino Community College,Flagstaff,AZ,Associate Degree,Southwest,Rural: Fringe,NA,NA,2459,15673,NA,3150,11025,4500,11500,0.53502627
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR,Certificate Degree,Outlying Areas,Suburb: Small,NA,NA,408,NA,7307,NA,NA,NA,NA,0.586080586
Franklin Academy,Cleveland,TN,Certificate Degree,Southeast,City: Small,NA,NA,40,NA,17305,NA,NA,4584,6000,NA
Columbia Central University-Yauco,Yauco,PR,Associate Degree,Outlying Areas,Suburb: Small,NA,NA,345,9804,NA,6480,6480,NA,NA,0.584461867
Pima Medical Institute-Denver,Denver,CO,Certificate Degree,Rocky Mountains,Suburb: Large,NA,NA,768,NA,22245,NA,NA,8445,8708,0.831303808
ASA College,Brooklyn,NY,Associate Degree,Mid East,City: Large,NA,NA,4674,31642,NA,12728,12728,8750,13600,0.627422034
Ohio State School of Cosmetology-Heath,Heath,OH,Certificate Degree,Great Lakes,Suburb: Small,NA,NA,60,NA,16588,NA,NA,7200,8000,NA
Ohio State School of Cosmetology,Marion,OH,Certificate Degree,Great Lakes,Town: Distant,NA,NA,51,NA,15691,NA,NA,7800,11300,NA
Yeshivas Novominsk,Brooklyn,NY,Associate Degree,Mid East,City: Large,0.9796,NA,154,17115,NA,10000,10000,NA,NA,NA
Southern Careers Institute-Corpus Christi,Corpus Christi,TX,Certificate Degree,Southwest,City: Large,NA,NA,360,NA,28794,NA,NA,7917,9193,0.638901464
Kiamichi Technology Center-Stigler,Stigler,OK,Certificate Degree,Southwest,Town: Remote,NA,NA,14,NA,9080,NA,NA,NA,NA,0.620214395
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,Bachelor Degree,Mid East,City: Large,NA,NA,227,27000,NA,13600,13600,NA,NA,NA
Carroll Community College,Westminster,MD,Associate Degree,Mid East,Rural: Fringe,NA,NA,2559,8599,NA,3907,7910,6500,11110,0.621911923
University of Phoenix-New Mexico,Albuquerque,NM,Bachelor Degree,Southwest,City: Large,NA,NA,217,20940,NA,9960,9960,14750,31977,0.697281162
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,Associate Degree,Southeast,City: Large,NA,NA,1235,NA,27661,NA,NA,14953,22531,0.871165644
Galen College of Nursing-San Antonio,San Antonio,TX,Certificate Degree,Southwest,City: Large,NA,NA,1246,NA,NA,NA,NA,14953,22531,0.871165644
Sarasota School of Massage Therapy,Sarasota,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,92,NA,26509,NA,NA,7705,8077,0.691099476
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,Certificate Degree,Mid East,Rural: Fringe,NA,NA,155,NA,22202,NA,NA,9500,9500,NA
DCI Career Institute,Monaca,PA,Certificate Degree,Mid East,Suburb: Large,NA,NA,39,NA,23694,NA,NA,9500,9500,0.8984375
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA,Certificate Degree,Mid East,Town: Distant,0.9733,NA,101,NA,17745,NA,NA,9305.5,9500,NA
Myotherapy College of Utah,Salt Lake City,UT,Certificate Degree,Rocky Mountains,Suburb: Large,NA,NA,79,NA,20452,NA,NA,8233,8233,0.811111111
Graham Webb International Academy of Hair,Arlington,VA,Certificate Degree,Southeast,City: Midsize,NA,NA,71,NA,15205,NA,NA,6333,6333,NA
City College-Gainesville,Gainesville,FL,Associate Degree,Southeast,Suburb: Midsize,NA,NA,257,25631,NA,13695,13695,16767,28142.5,0.734204793
Arizona State University-West,Glendale,AZ,Bachelor Degree,Southwest,City: Large,0.7965,23,3563,21448,NA,10301,26038,14000,20000,0.556830661
Cortiva Institute-Westport,Westport,CT,Certificate Degree,New England,Suburb: Large,NA,NA,128,NA,25048,NA,NA,7600,7600,0.768992248
G Skin & Beauty Institute,Oakbrook,IL,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,344,NA,25100,NA,NA,7390,7717,NA
Cosmetology Training Center,Lafayette,LA,Certificate Degree,Southeast,City: Midsize,NA,NA,99,NA,15189,NA,NA,7773,8155.5,NA
Stage One-The Hair School,Lake Charles,LA,Certificate Degree,Southeast,City: Small,NA,NA,78,NA,15053,NA,NA,8350,9829,NA
Empire Beauty School-Malden,Malden,MA,Certificate Degree,New England,Suburb: Large,NA,NA,91,NA,20165,NA,NA,9332,11526,0.94779478
Omaha School of Massage and Healthcare of Herzing University,Omaha,NE,Certificate Degree,Plains,City: Large,NA,NA,16,27833,NA,13850,13850,11766,23139.5,0.813546519
Xenon International Academy-Omaha,Omaha,NE,Certificate Degree,Plains,City: Large,NA,NA,215,NA,17562,NA,NA,9500,12000,0.964285714
Capri Institute of Hair Design-Brick,Brick,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,120,NA,NA,NA,NA,6333,6333,0.865030675
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,122,NA,34701,NA,NA,5500,6333,0.770186335
Capri Institute of Hair Design-Paramus,Paramus,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,128,NA,19596,NA,NA,5500,6333,0.837837838
Orlo School of Hair Design and Cosmetology,Albany,NY,Certificate Degree,Mid East,City: Small,NA,NA,58,NA,15131,NA,NA,5500,5500,NA
Eastland-Fairfield Career and Technical Schools,Groveport,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,116,NA,9776,NA,NA,6486,7071,0.317948718
Empire Beauty School-Cincinnati,Cincinnati,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,183,NA,19505,NA,NA,8348.5,12681,0.948387097
Mahoning County Career and Technical Center,Canfield,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,97,NA,14573,NA,NA,5500,NA,0.541666667
Pickaway Ross Joint Vocational School District,Chillicothe,OH,Certificate Degree,Great Lakes,Town: Distant,NA,NA,253,NA,NA,NA,NA,7500,8188,0.518867925
Pioneer Career and Technology Center,Shelby,OH,Certificate Degree,Great Lakes,Town: Fringe,NA,NA,8,NA,7955,NA,NA,NA,NA,NA
Raphael's School of Beauty Culture Inc-Boardman,Boardman,OH,Certificate Degree,Great Lakes,City: Small,NA,NA,116,NA,14829,NA,NA,6217,7500,0.910344828
Scioto County Career Technical Center,Lucasville,OH,Certificate Degree,Great Lakes,Rural: Fringe,NA,NA,81,NA,21709,NA,NA,5500,6333,0.572490706
Trumbull Career & Technical Center,Warren,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,111,NA,19621,NA,NA,7600,7600,0.408163265
Northwest Technology Center-Fairview,Fairview,OK,Certificate Degree,Southwest,Rural: Remote,NA,NA,8,NA,8625,NA,NA,NA,NA,0.615384615
Pacific Bible College,Medford,OR,Associate Degree,Far West,City: Small,NA,NA,34,NA,NA,3650,3650,NA,NA,NA
Lake Erie College of Osteopathic Medicine,Erie,PA,Entirely Graduate Degree,Mid East,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCAS University of Cosmetology Arts & Sciences-Harlingen,Harlingen,TX,Certificate Degree,Southwest,City: Small,NA,NA,105,NA,19558,NA,NA,4583,5343,0.951923077
Gene Juarez Academy of Beauty-Federal Way,Federal Way,WA,Certificate Degree,Far West,Suburb: Large,NA,NA,203,NA,19514,NA,NA,9500,10555,0.960474308
Empire Beauty School-Green Bay,Ashwaubenon,WI,Certificate Degree,Great Lakes,Suburb: Midsize,NA,NA,39,NA,17173,NA,NA,8028,11522,0.951546994
Warren County Career Center,Lebanon,OH,Certificate Degree,Great Lakes,Rural: Fringe,NA,NA,198,NA,NA,NA,NA,5846,6286,0.288990826
Paul Mitchell the School-Wichita,Wichita,KS,Certificate Degree,Plains,City: Large,NA,NA,158,NA,18691,NA,NA,9833,12500,0.887640449
Pinnacle Institute of Cosmetology,Mooresville,NC,Certificate Degree,Southeast,Suburb: Large,NA,NA,50,NA,19008,NA,NA,9833,12500,NA
Southern Careers Institute-Pharr,Pharr,TX,Certificate Degree,Southwest,Suburb: Large,NA,NA,554,NA,26309,NA,NA,7917,9193,0.638901464
Laurel Technical Institute,MEADVILLE,PA,Certificate Degree,Mid East,Rural: Fringe,0.7792,NA,96,14334,NA,9914,9914,9385,12800,0.639889197
Florida National University-Main Campus,Hialeah,FL,Associate Degree,Southeast,Suburb: Large,NA,NA,3117,26118,NA,13250,13250,12237,22292,0.7377846
Georgia Institute of Cosmetology,Athens,GA,Certificate Degree,Southeast,City: Midsize,NA,NA,337,NA,17615,NA,NA,9833,14690.5,0.954268293
Nouvelle Institute,Miami,FL,Certificate Degree,Southeast,City: Large,NA,NA,86,NA,17646,NA,NA,NA,NA,0.944620253
Franklin Technology-MSSU,Joplin,MO,Certificate Degree,Plains,City: Small,NA,NA,131,NA,26365,NA,NA,7600,9500,0.683035714
Professional Technical Institution Inc,Bayamon,PR,Certificate Degree,Outlying Areas,Suburb: Large,NA,NA,187,NA,10331,NA,NA,NA,NA,0.027027027
Erikson Institute,Chicago,IL,Entirely Graduate Degree,Great Lakes,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Texas College,McAllen,TX,Associate Degree,Southwest,City: Midsize,NA,NA,19452,6787,NA,3720,7620,NA,NA,0.544860473
Lorain County Joint Vocational School District,Oberlin,OH,Certificate Degree,Great Lakes,Rural: Fringe,NA,NA,113,NA,15419,NA,NA,4000,4000,0.480392157
Roger Williams University School of Law,Bristol,RI,Entirely Graduate Degree,New England,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,19000,26000,0.586839267
California State University-Monterey Bay,Seaside,CA,Bachelor Degree,Far West,Suburb: Midsize,0.532,21,6557,20834,NA,7043,18923,11000,13750,0.670987039
Bryant & Stratton College-Henrietta,Rochester,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,184,21797,NA,16855,16855,9618,23054.5,0.817159033
Argosy University-The Art Institute of California-Hollywood,North Hollywood,CA,Bachelor Degree,Far West,City: Large,NA,NA,981,34475,NA,18742,18742,13437.5,30481,0.649788711
Ohio Media School-Valley View,Valley View,OH,Certificate Degree,Great Lakes,Suburb: Large,0.7,NA,161,NA,26961,NA,NA,9500,9500,0.337821297
EINE Inc,Tewksbury,MA,Certificate Degree,New England,Suburb: Large,NA,NA,26,NA,33257,NA,NA,6333,NA,NA
Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA,Certificate Degree,Far West,City: Large,NA,NA,137,NA,28519,NA,NA,14584,16206.5,0.68558952
Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,39,NA,NA,NA,NA,13250,NA,NA
Academy for Nursing and Health Occupations,West Palm Beach,FL,Certificate Degree,Southeast,Suburb: Large,NA,NA,408,NA,22509,NA,NA,11739,14853,0.903846154
Shawsheen Valley School of Practical Nursing,Billerica,MA,Certificate Degree,New England,Suburb: Large,NA,NA,42,NA,26746,NA,NA,9500,9500,0.639344262
Shear Ego International School of Hair Design,Rochester,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,107,NA,29889,NA,NA,5500,6333,0.771144279
Remington College-Memphis Campus,Memphis,TN,Certificate Degree,Southeast,City: Large,NA,NA,697,24131,NA,16694,16694,9500,14119,0.77140975
Fayette Institute of Technology,Oak Hill,WV,Certificate Degree,Southeast,Suburb: Small,NA,NA,40,NA,9174,NA,NA,NA,NA,0.661971831
Professional Beauty School,Yakima,WA,Certificate Degree,Far West,City: Small,NA,NA,19,NA,10455,NA,NA,4460,5052,NA
Capella University,Minneapolis,MN,Bachelor Degree,Plains,City: Large,NA,NA,9193,19836,NA,14250,14250,9500,26991,0.746927998
College of Menominee Nation,Keshena,WI,Associate Degree,Great Lakes,Rural: Distant,NA,NA,213,13458,NA,6200,6200,NA,NA,0.657142857
Leech Lake Tribal College,Cass Lake,MN,Associate Degree,Plains,Rural: Distant,NA,NA,157,17573,NA,4198,4198,NA,NA,0.604743083
Spartan College of Aeronautics & Technology,Inglewood,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,471,NA,26352,NA,NA,19000,22977,0.055555556
Stone Academy-Waterbury,Waterbury,CT,Certificate Degree,New England,Suburb: Midsize,NA,NA,162,NA,21967,NA,NA,9500,13222.5,0.91799787
East San Gabriel Valley Regional Occupational Program,West Covina,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,118,NA,15362,NA,NA,1090,1262,0.692449355
Yukon Beauty College Inc,Yukon,OK,Certificate Degree,Southwest,Suburb: Large,NA,NA,18,NA,13561,NA,NA,6681,NA,NA
United Education Institute-Morrow,Morrow,GA,Certificate Degree,Southeast,Suburb: Large,NA,NA,517,NA,31403,NA,NA,9500,9500,0.708406086
Toni & Guy Hairdressing Academy-Atlanta,Marietta,GA,Certificate Degree,Southeast,City: Small,NA,NA,87,NA,19740,NA,NA,9833,10840,NA
Mitchell's Hair Styling Academy-Raleigh,Raleigh,NC,Certificate Degree,Southeast,Suburb: Large,NA,NA,43,NA,16001,NA,NA,5500,5500,NA
Artistic Academy of Hair Design,Morris Plains,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,131,NA,20615,NA,NA,5500,5500,NA
Motoring Technical Training Institute,Seekonk,MA,Certificate Degree,New England,Suburb: Large,0.901,NA,321,NA,23013,NA,NA,8550,8550,0.346278317
Mech-Tech College,Caguas,PR,Certificate Degree,Outlying Areas,City: Small,NA,NA,2448,16205,NA,9042,9042,2300,3027,0.050383029
Baldwin Beauty School-North Austin,Austin,TX,Certificate Degree,Southwest,City: Large,NA,NA,94,NA,16770,NA,NA,5809,6691,0.951219512
Jean Madeline Aveda Institute,Philadelphia,PA,Certificate Degree,Mid East,City: Large,NA,NA,268,NA,21274,NA,NA,8028,9515,0.940119761
Pacific College of Oriental Medicine-New York,New York,NY,Associate Degree,Mid East,City: Large,NA,NA,121,32363,NA,11592,11592,12384,14410.5,0.737752161
Johnson & Wales University-North Miami,North Miami,FL,Bachelor Degree,Southeast,Suburb: Large,0.7831,NA,1450,46164,NA,31508,31508,17836,25899,0.635339712
Tricoci University of Beauty Culture-Indianapolis,Indianapolis,IN,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,179,NA,21100,NA,NA,5654,7307,0.9375
Trine University-Regional/Non-Traditional Campuses,Fort Wayne,IN,Bachelor Degree,Great Lakes,City: Large,NA,NA,368,26692,NA,10832,10832,16000,25000,0.391951006
Pennsylvania Highlands Community College,Johnstown,PA,Associate Degree,Mid East,Suburb: Small,NA,NA,1014,10533,NA,5670,11310,5293.5,8313,0.569430569
Nevada Career Institute,Las Vegas,NV,Certificate Degree,Far West,City: Large,NA,NA,244,NA,31738,NA,NA,9319,9500,0.794432548
Phillips Theological Seminary,Tulsa,OK,Entirely Graduate Degree,Southwest,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empire Beauty School-Hanover,Hanover,PA,Certificate Degree,Mid East,City: Small,NA,NA,59,NA,19241,NA,NA,8975,12241,0.949860724
Industrial Management Training Institute,Waterbury,CT,Certificate Degree,New England,Suburb: Midsize,NA,NA,113,NA,29653,NA,NA,7737,7737,NA
Faris Technical Institute Inc,Nederland,TX,Certificate Degree,Southwest,Suburb: Midsize,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
Allen School-Jamaica,Jamaica,NY,Certificate Degree,Mid East,City: Large,NA,NA,54,NA,29015,NA,NA,9500,9500,0.910240718
Premiere Career College,Irwindale,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,297,NA,25326,NA,NA,9500,12475,0.753623188
Tennessee Academy of Cosmetology-Stage Road,Memphis,TN,Certificate Degree,Southeast,City: Large,NA,NA,33,NA,16469,NA,NA,7667,7917,NA
The University of Texas MD Anderson Cancer Center,Houston,TX,Bachelor Degree,Southwest,City: Large,NA,NA,321,NA,NA,NA,NA,12500,12500,0.706896552
Paul Mitchell the School-Huntsville,Madison,AL,Certificate Degree,Southeast,Suburb: Large,NA,NA,125,NA,18987,NA,NA,9833,9833,NA
Estes Institute of Cosmetology Arts and Science,Visalia,CA,Certificate Degree,Far West,City: Midsize,NA,NA,59,NA,14862,NA,NA,4750,6761,NA
Baldwin Park Adult & Community Education,Baldwin Park,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,400,NA,7040,NA,NA,NA,NA,0.457671958
Ventura Adult and Continuing Education,Ventura,CA,Certificate Degree,Far West,City: Midsize,NA,NA,96,NA,18267,NA,NA,4277.5,5259,0.585365854
Howell Cheney THS/CT Aero Tech School,Hartford,CT,Certificate Degree,New England,City: Midsize,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
College of Business and Technology-Miami Campus,Miami,FL,Associate Degree,Southeast,Suburb: Large,NA,NA,5,NA,NA,13052,13052,8800,8824,0.183309558
City College-Altamonte Springs,Altamonte Springs,FL,Associate Degree,Southeast,Suburb: Large,NA,NA,189,25081,NA,13695,13695,14500,26847,0.778877888
Empire Beauty School-Dunwoody,Dunwoody,GA,Certificate Degree,Southeast,Suburb: Large,NA,NA,83,NA,19485,NA,NA,9332,11526,0.94779478
Cobb Beauty College Inc,Kennesaw,GA,Certificate Degree,Southeast,Suburb: Large,NA,NA,30,NA,21174,NA,NA,9833,13833,NA
Career Center of Southern Illinois,Red Bud,IL,Certificate Degree,Great Lakes,Rural: Distant,NA,NA,41,NA,22141,NA,NA,11655.5,13422,NA
Crave Beauty Academy,Wichita,KS,Certificate Degree,Plains,City: Large,NA,NA,140,NA,16173,NA,NA,9119.5,9500,NA
Camelot College,Baton Rouge,LA,Certificate Degree,Southeast,City: Midsize,NA,NA,166,NA,25036,NA,NA,7342,9500,NA
Hastings Beauty School,Hastings,MN,Certificate Degree,Plains,Town: Fringe,NA,NA,31,NA,20222,NA,NA,10180,10180,NA
Kirksville Area Technical Center,Kirksville,MO,Certificate Degree,Plains,Rural: Fringe,0.7273,NA,33,NA,20047,NA,NA,NA,NA,NA
South Central Career Center,West Plains,MO,Certificate Degree,Plains,Town: Remote,NA,NA,69,NA,16299,NA,NA,5737,6802,0.64516129
Saline County Career Center,Marshall,MO,Certificate Degree,Plains,Town: Remote,0.8333,NA,24,NA,23626,NA,NA,14015,NA,NA
Warrensburg Area Career Center,Warrensburg,MO,Certificate Degree,Plains,Town: Distant,0.8095,NA,23,NA,NA,NA,NA,7151,9500,NA
Nevada Regional Technical Center,Nevada,MO,Certificate Degree,Plains,Town: Remote,0.6667,NA,22,NA,11122,NA,NA,9500,NA,NA
Cass Career Center,Harrisonville,MO,Certificate Degree,Plains,Town: Fringe,1,NA,32,NA,32268,NA,NA,9500,NA,NA
Applied Technology Services,Sunset Hills,MO,Certificate Degree,Plains,Suburb: Large,0.2656,NA,169,NA,24392,NA,NA,14738,14750,0.949541284
Central College of Cosmetology,Saint Robert,MO,Certificate Degree,Plains,Town: Remote,NA,NA,73,NA,9660,NA,NA,NA,NA,NA
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,Associate Degree,Plains,City: Small,0.7647,22,204,30413,NA,17580,17580,15250,18750,0.847682119
Messenger College,Bedford,TX,Bachelor Degree,Southwest,Suburb: Large,0.7857,NA,51,22480,NA,9120,9120,10000,NA,0.344262295
Tennessee Academy of Cosmetology-Shelby Drive,Memphis,TN,Certificate Degree,Southeast,City: Large,NA,NA,45,NA,16050,NA,NA,6333,7917,NA
Durham Beauty Academy,Durham,NC,Certificate Degree,Southeast,City: Large,NA,NA,141,NA,24554,NA,NA,5902,15019.5,0.937198068
Union County Vocational Technical School,Scotch Plains,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,84,NA,10740,NA,NA,4397.5,NA,0.244186047
Prism Career Institute-Philadelphia,Philadelphia,PA,Certificate Degree,Mid East,City: Large,NA,NA,83,NA,30113,NA,NA,16377,17030,0.917572464
Clinton Essex Warren Washington BOCES,Plattsburgh,NY,Certificate Degree,Mid East,Town: Distant,0.3277,NA,70,NA,16547,NA,NA,6850,7377,0.725490196
Jefferson Lewis BOCES-Practical Nursing Program,Watertown,NY,Certificate Degree,Mid East,Rural: Fringe,0.88,NA,77,20382,NA,11792,11792,5500,7250,0.905511811
Veeb Nassau County School of Practical Nursing,Hicksville,NY,Certificate Degree,Mid East,Suburb: Large,0.8,NA,195,31400,NA,16725,16725,9500,9500,0.867313916
Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,NY,Certificate Degree,Mid East,Rural: Fringe,NA,NA,68,NA,NA,NA,NA,6850,13354,NA
Orange Ulster BOCES-Practical Nursing Program,Goshen,NY,Certificate Degree,Mid East,Suburb: Small,1,NA,84,NA,25596,NA,NA,11873,11880,0.909090909
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,NY,Certificate Degree,Mid East,Town: Distant,NA,NA,228,NA,22730,NA,NA,12125,12125,0.93442623
Broome Delaware Tioga BOCES-Practical Nursing Program,Binghamton,NY,Certificate Degree,Mid East,Suburb: Midsize,0.5714,NA,66,NA,18814,NA,NA,9500,9500,NA
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,NY,Certificate Degree,Mid East,Suburb: Small,1,NA,35,NA,15576,NA,NA,9500,NA,NA
Albany BOCES-Adult Practical Nursing Program,Albany,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,142,NA,24904,NA,NA,9500,9500,0.907172996
Ulster BOCES School of Practical Nursing,Lake Katrine,NY,Certificate Degree,Mid East,Suburb: Small,0.4643,NA,65,NA,20178,NA,NA,8142.5,9500,0.905405405
Eastern Suffolk BOCES,Brentwood,NY,Certificate Degree,Mid East,Suburb: Large,0.8404,NA,261,NA,19140,NA,NA,7700,8627,0.853731343
Rockland County BOCES-Practical Nursing Program,West Nyack,NY,Certificate Degree,Mid East,Suburb: Large,NA,NA,47,NA,23489,NA,NA,6634,6800,0.8125
New York College of Health Professions,Syosset,NY,Associate Degree,Mid East,Suburb: Large,NA,NA,380,26378,NA,14226,14226,19000,27000,0.730673317
Charles Stuart School of Diamond Setting,Brooklyn,NY,Certificate Degree,Mid East,City: Large,NA,NA,54,NA,28790,NA,NA,NA,NA,NA
Penta County Joint Vocational School,Perrysburg,OH,Certificate Degree,Great Lakes,Suburb: Large,NA,NA,47,NA,11087,NA,NA,NA,NA,NA
